UniqueIndexID_ItaCoLA	Sentence	ExpertAcceptability	PlayersAcceptability	NumAnnotations	DisaggragatedAnnotations	PlayersID
135	L'avvocato Azzeccagarbugli ce l'ha messa tutta, ma la sua arringa non ha convinto i giudici.	1	1	3	0,1,1	gdqnsEpe,fUTgr?Eu,YcyQYgHG
952	Lui è partito in macchina, io sono partito in treno.	1	1	3	0,1,1	gdqnsEpe,y1VxC7mB,CPR730mE
4632	Maria ha rotto il vaso cinese in un solo pezzo.	0	1	2	1,1	y1VxC7mB,CtecEp6w
9637	Oggi, la candela non è valsa dal gioco.	0	0	3	0,1,0	y1VxC7mB,OeynLncz,C62PYy1K
4986	Per aver rubato, Riccardo fu cacciato.	0	1	2	1,1	y1VxC7mB,fUTgr?Eu
8846	Egli venne qui.	1	0	5	1,0,0,0,0	y1VxC7mB,fUTgr?Eu,OeynLncz,C62PYy1K,93O5KCwA
6252	Legna, che Paola portò al bosco, era già stata portata.	0	0	2	0,0	y1VxC7mB,fUTgr?Eu
1243	Sono arrivati i ragazzi.	1	1	2	1,1	y1VxC7mB,fUTgr?Eu
676	Qualcuno espone la dottrina.	1	0	2	0,0	y1VxC7mB,fUTgr?Eu
9503	Giulia ha montato la testa a se stessa.	0	0	4	0,0,1,0	y1VxC7mB,fUTgr?Eu,OeynLncz,93O5KCwA
779	Abbiamo mangiato e poi siamo partiti.	1	1	2	1,1	y1VxC7mB,fUTgr?Eu
2777	I ministeri abbondano di burocrati volontariamente.	0	0	2	0,0	y1VxC7mB,fUTgr?Eu
563	Cosa è successo a Paola?	1	1	2	1,1	y1VxC7mB,YcyQYgHG
7130	Il lago di Bracciano prese il toro per le corna.	0	0	3	1,0,0	y1VxC7mB,wGYiqk46,CPR730mE
919	Quando parte questo treno?	1	1	3	1,1,1	y1VxC7mB,fUTgr?Eu,8KPPTUn4
1482	Francesco ha caduto il bicchiere.	0	0	3	1,0,0	y1VxC7mB,exQKDQzP,chcRfurI
180	Gabriele ha visto la sua amica con un binocolo.	1	1	3	1,1,1	y1VxC7mB,8KPPTUn4,YcyQYgHG
9046	Edoardo riempie i libri nell'armadio.	0	0	3	1,0,0	y1VxC7mB,fUTgr?Eu,8KPPTUn4
481	Giulia sembra che risulti aver vinto.	0	0	2	0,0	fUTgr?Eu,kuARztUC
725	Mi ha dato uno schiaffo?	1	1	3	1,1,1	fUTgr?Eu,i5VZ9EBr,CtecEp6w
332	Se sapesse che ha l'orologio, Riccardo domanderebbe l'ora a Gabriele.	1	1	3	1,1,1	fUTgr?Eu,chcRfurI,mZ4JRJwL
456	È partito dopo aver salutato Andrea.	1	1	4	1,1,1,1	fUTgr?Eu,chcRfurI,!GXFVVUQ,kuARztUC
7865	Che libro dice che il professore ha raccomandato di leggere?	1	0	3	0,0,0	fUTgr?Eu,chcRfurI,xr0!?w5q
670	Andrea promette a Paola di partire domani.	1	1	3	0,1,1	fUTgr?Eu,YcyQYgHG,mZ4JRJwL
6266	Emma è riguardata da questa storia.	0	0	4	0,1,0,0	fUTgr?Eu,FclsoYiw,8KPPTUn4,Oe2l2!ZN
9619	Le casse sono la carica del camion.	0	0	3	0,0,0	FclsoYiw,OeynLncz,93O5KCwA
5734	I prezzi sono aumentatissimi.	0	0	2	0,0	FclsoYiw,l6q79feM
5686	I vestiti si sono fatti logori.	0	0	2	0,0	FclsoYiw,l6q79feM
1001	La carne si sta bruciando.	1	1	2	1,1	FclsoYiw,l6q79feM
1043	Li hanno arrestati tutti.	1	1	2	1,1	FclsoYiw,l6q79feM
5303	Il forte urto ha tagliato il vetro.	0	0	2	0,0	FclsoYiw,l6q79feM
1288	Il film annoia gli spettatori.	1	1	2	1,1	FclsoYiw,l6q79feM
7937	È venire fino a Napoli che non voglio.	1	0	2	0,0	FclsoYiw,l6q79feM
4524	Leonardo ha spezzato Paola sul braccio.	0	0	2	0,0	FclsoYiw,l6q79feM
8856	Andate al cinema?	1	1	4	1,1,1,1	FclsoYiw,l6q79feM,OeynLncz,93O5KCwA
818	Oggi piove.	1	1	2	1,1	FclsoYiw,l6q79feM
6234	Paola rubò il cuore, che era artificiale, a Gabriele.	0	0	2	0,0	FclsoYiw,l6q79feM
4794	Maria può la partenza.	0	0	2	0,0	FclsoYiw,l6q79feM
8839	Ti aiuto a studiare.	1	1	4	1,1,1,1	FclsoYiw,l6q79feM,OeynLncz,93O5KCwA
7565	Non c'è sempre una concordanza sui fatti tra Alice e le parole.	0	1	2	1,1	FclsoYiw,l6q79feM
1105	Nessun paese può uscire dalla crisi da solo.	1	1	3	0,1,1	FclsoYiw,l6q79feM,exQKDQzP
4385	Il professore ulula.	0	0	3	0,1,0	FclsoYiw,l6q79feM,exQKDQzP
164	Tommaso non è, credo, molto intelligente.	1	0	3	0,1,0	FclsoYiw,l6q79feM,exQKDQzP
7848	Avendo io sempre sostenuto una posizione diversa, dovrò votare contro questa proposta.	1	1	3	1,1,1	FclsoYiw,l6q79feM,exQKDQzP
4622	Beatrice ha chiamato sua figlia come Giulia.	0	1	3	1,1,0	FclsoYiw,l6q79feM,exQKDQzP
309	Il suo timore della guerra è ingiustificato.	1	1	2	1,1	FclsoYiw,exQKDQzP
9469	Riccardo è diventato magro.	0	1	3	1,1,1	FclsoYiw,vcpBOSIq,h!dFIcoS
554	So che il professore ha raccomandato di leggere "Le strutture della sintassi".	0	1	3	1,0,1	FclsoYiw,83X8deXU,Okj0FfwW
310	La guerra è molto temuta da Edoardo.	1	1	2	1,1	FclsoYiw,Okj0FfwW
7847	Tommaso ha affermato che Edoardo parla.	1	1	2	1,1	FclsoYiw,l6q79feM
3508	Lo scompiglio dipende da che Alice è partita improvvisamente.	0	0	2	0,0	FclsoYiw,xr0!?w5q
4738	Paola disobbedisce che si faccia ciò.	0	0	3	0,0,0	FclsoYiw,8KPPTUn4,mZ4JRJwL
270	Tommaso non sa dove trovare Emma.	1	1	3	1,1,1	l6q79feM,CPR730mE,YcyQYgHG
2063	Lorenzo termina il fiume qui.	0	0	4	0,0,0,0	l6q79feM,chcRfurI,!GXFVVUQ,kuARztUC
381	Ne arrivano molti.	1	1	3	1,1,1	l6q79feM,chcRfurI,CPR730mE
850	Che ore sono?	1	1	3	1,1,1	l6q79feM,8KPPTUn4,YcyQYgHG
291	Hanno eletto Gabriele presidente.	1	1	3	1,1,1	exQKDQzP,8KPPTUn4,83X8deXU
8752	Lorenzo ha incontrato Sofia la settimana scorsa.	1	1	3	1,1,1	chcRfurI,OeynLncz,93O5KCwA
414	La persona di che ho parlato è il mio miglior amico.	0	0	2	0,0	chcRfurI,Res5lRUk
7784	Beatrice separa Edoardo contro Alice.	0	0	2	0,0	chcRfurI,!GXFVVUQ
8758	Lo e la ho incontrato.	0	0	3	0,0,1	chcRfurI,HqNvyXsw,h!dFIcoS
612	La gente che va alla Normale che ama la fisica otterrà il laboratorio.	1	0	3	0,0,0	Res5lRUk,xr0!?w5q,!GXFVVUQ
1113	Accuratamente non mi pare che sia stato fatto, questo lavoro.	1	0	3	0,0,0	Res5lRUk,GpoUCSNr,K!Fjtvbp
8833	Quale paese Leonardo ha l'opinione che invaderanno?	0	0	3	0,0,0	Res5lRUk,OeynLncz,93O5KCwA
1924	La vasca si è svuotata alle 7 in punto.	0	1	4	1,1,1,1	Res5lRUk,wGYiqk46,GpoUCSNr,8nalqqw4
7135	Andrea dette una presa al toro per le corna.	0	0	3	0,0,1	Res5lRUk,GpoUCSNr,8nalqqw4
9530	Il cuore che Aurora rubò a Francesco era già impegnato.	0	1	3	1,1,1	Res5lRUk,OeynLncz,93O5KCwA
2566	Maria lo obbedisce a Riccardo.	0	0	2	0,0	Res5lRUk,K!Fjtvbp
729	Parigi è antica, popolata, democratica e piena di vita.	1	1	2	1,1	8KPPTUn4,Res5lRUk
728	Ho letto il libro.	1	1	2	1,1	8KPPTUn4,Res5lRUk
8221	Emma dubita di che Alice parta.	0	0	4	0,0,0,0	8KPPTUn4,wGYiqk46,vcpBOSIq,Okj0FfwW
3202	I difensori munirono aura nella città.	0	0	2	0,0	8KPPTUn4,Res5lRUk
5961	L'esplosione è rompente.	0	0	2	0,0	8KPPTUn4,wGYiqk46
3905	Leonardo vi scommette che Edoardo partirà.	0	0	2	0,0	8KPPTUn4,wGYiqk46
2195	Alessandro mette le casse al camion.	0	0	2	0,0	8KPPTUn4,wGYiqk46
1317	Dato che sei in ritardo, non possiamo più andare al cinema.	1	1	2	1,1	8KPPTUn4,wGYiqk46
531	I nemici hanno subito una sconfitta.	1	1	2	1,1	8KPPTUn4,wGYiqk46
7899	Io sono affamato.	1	1	2	1,1	8KPPTUn4,wGYiqk46
9016	Gabriele addossò il banco.	0	0	4	0,1,0,0	8KPPTUn4,wGYiqk46,OeynLncz,93O5KCwA
311	La guerra è molto temuta.	1	1	3	1,1,1	8KPPTUn4,vcpBOSIq,Okj0FfwW
2889	Maria ricompare da Venezia in America.	0	0	2	0,0	wGYiqk46,Okj0FfwW
387	Chi ha dato un libro a Riccardo?	1	1	3	1,1,0	wGYiqk46,wlqjYAbp,YcyQYgHG
384	Maria mi è sembrata parlare a vanvera.	1	1	2	1,1	wGYiqk46,?3jT8hWW
1648	La cura è guarita.	0	0	5	0,0,0,1,0	wGYiqk46,6XGBQLCG,?3jT8hWW,eJJOD66g,y5SD83hf
480	Quando non sai che argomento discuteremo?	0	0	2	0,0	wGYiqk46,6XGBQLCG
8773	Dentro il sacco a pelo, Edoardo ha dormito.	1	0	3	0,0,1	wGYiqk46,HBXnmxf2,h!dFIcoS
3528	Riccardo approva ciò che Giulia parte.	0	0	2	0,0	wGYiqk46,HqNvyXsw
1308	Il bandito ha tentato la fuga.	1	1	2	1,1	wGYiqk46,nWOrC?wr
8275	Maria ce lo ha scommesso.	0	0	3	0,0,0	wGYiqk46,8nalqqw4,nWOrC?wr
9607	Alessandro è di una rigida condotta morale di Mattia.	0	0	3	0,0,0	vcpBOSIq,OeynLncz,93O5KCwA
8896	Vive in America da tre anni; ha una fabbrica di scarpe.	1	1	3	1,1,1	vcpBOSIq,OeynLncz,93O5KCwA
8908	Dopo il primo scroscio di pioggia il tempo è tornato bello.	1	1	3	1,1,1	vcpBOSIq,OeynLncz,93O5KCwA
5715	I prezzi sono diventati aumentati.	0	0	2	0,0	vcpBOSIq,HqNvyXsw
7852	La sedia su cui ti sei seduto è rotta.	1	1	3	1,1,1	vcpBOSIq,CPR730mE,nWOrC?wr
7909	Prendimi quell'aggeggio.	1	1	4	1,1,1,1	vcpBOSIq,?3jT8hWW,oVqvl2SU,UfynjwNK
9480	Paola si preoccuperà per l'organizzazione di quell'evento per farlo ben riuscire.	0	1	5	0,0,1,1,1	vcpBOSIq,83X8deXU,OeynLncz,93O5KCwA,ytitvUVq
535	Tommaso ha preso un libro in biblioteca.	1	1	4	1,1,1,1	vcpBOSIq,TK87TLue,oVqvl2SU,Okj0FfwW
8786	Giulia ha visto lui uscire dal cinema.	1	0	5	0,0,1,0,0	83X8deXU,ofsr1oq!,OeynLncz,93O5KCwA,ytitvUVq
9528	Le tappe sono state bruciate da Francesco.	0	1	5	1,1,1,0,0	83X8deXU,ofsr1oq!,OeynLncz,93O5KCwA,ytitvUVq
1183	Stronca e spoglia il re in battaglia.	1	1	2	1,1	83X8deXU,ofsr1oq!
1124	Io sì che sono d'accordo di uscire.	1	1	3	0,1,1	83X8deXU,wlqjYAbp,TK87TLue
8119	Lorenzo distribuisce mattone.	0	0	2	0,0	83X8deXU,oVqvl2SU
4584	Sofia ha messo i vestiti e ciò è avvenuto nell'armadio.	0	0	3	0,1,0	83X8deXU,wlqjYAbp,YcyQYgHG
9187	Vittoria desidera a ciò.	0	1	2	1,1	83X8deXU,h!dFIcoS
1958	Ho notato il livello del fiume alzato.	0	0	2	0,0	83X8deXU,HqNvyXsw
159	Dentro il sacco a pelo, Riccardo ci ha dormito.	1	1	3	1,1,1	83X8deXU,HBXnmxf2,vigRB?I4
9297	Quell'uomo fotografa che tu te ne vai.	0	0	4	0,1,0,0	ofsr1oq!,OeynLncz,93O5KCwA,ytitvUVq
8780	In quale cassetto hai detto che Riccardo ha messo i fogli?	1	1	4	0,1,1,1	HqNvyXsw,OeynLncz,93O5KCwA,ytitvUVq
9511	Il libro sta in sedia.	0	0	4	0,0,0,0	HqNvyXsw,OeynLncz,93O5KCwA,ytitvUVq
1864	Bollire la pentola.	0	1	4	0,1,1,1	HqNvyXsw,LJrezo0X,8nalqqw4,CPR730mE
8025	Il bosco si è bruciato per tre ore.	0	0	2	0,0	HqNvyXsw,Okj0FfwW
7954	Questa macchina è vecchia ma nuova.	1	0	2	0,0	HqNvyXsw,K!Fjtvbp
3518	Giulia abbandona che Alessandro arrivi in tempo.	0	0	4	1,0,0,0	HqNvyXsw,FfaOmSNS,IMJV8LBI,sILNPr9X
4261	Alice studia e ciò avviene la matematica.	0	0	4	0,0,0,0	HqNvyXsw,EIa5dpWt,00QU5kmj,8nalqqw4
747	Alessandro dice bugie, Edoardo no.	1	1	4	1,1,1,0	HqNvyXsw,Res5lRUk,K!Fjtvbp,Okj0FfwW
1730	Il treno è fermato a Roma.	0	0	2	0,0	HqNvyXsw,FfaOmSNS
9260	Mattia sale dalla camera.	0	0	4	0,0,0,0	LJrezo0X,OeynLncz,93O5KCwA,ytitvUVq
9195	Tu desideri che tu venga.	0	0	4	0,0,0,0	LJrezo0X,OeynLncz,93O5KCwA,ytitvUVq
7804	Il mio lo preferito è la Divina Commedia.	0	0	2	0,0	LJrezo0X,nWOrC?wr
637	Mezzanotte, il poliziotto catturò il ladro a.	0	0	3	0,0,1	LJrezo0X,6XGBQLCG,dDk9ABIQ
4978	Per la vedere...	0	0	3	0,0,0	LJrezo0X,HBXnmxf2,EIa5dpWt
1262	Il bambino ha mangiato.	1	1	2	1,1	LJrezo0X,GpoUCSNr
8803	Che cosa hai parlato su?	0	0	4	0,0,0,0	LJrezo0X,OeynLncz,93O5KCwA,ytitvUVq
3615	Edoardo allieta Maria che Emma ride.	0	0	2	0,0	LJrezo0X,8nalqqw4
7129	Il mio personal corre le cavalline.	0	0	2	0,0	LJrezo0X,?3jT8hWW
8877	Facevamo il bagno ogni giorno.	1	1	2	1,1	LJrezo0X,h!dFIcoS
613	Andrea, che va alla Normale, che ama la fisica, otterrà il laboratorio.	0	0	4	0,0,0,1	LJrezo0X,GpoUCSNr,HBXnmxf2,8nalqqw4
6847	Tommaso ama i castori.	0	1	2	1,1	LJrezo0X,CPR730mE
1123	E io che sto parlando.	0	0	3	0,1,0	Res5lRUk,FfaOmSNS,K!Fjtvbp
1289	Il professore annoia gli studenti.	1	1	2	1,1	GpoUCSNr,HBXnmxf2
8777	Sembra che Tommaso sia partito.	1	1	2	1,1	GpoUCSNr,h!dFIcoS
668	Quale paese crede Riccardo che invaderanno?	1	0	3	0,0,0	GpoUCSNr,6XGBQLCG,CPR730mE
268	Francesco ha ordinato a Maria di lei studiare ogni giorno.	0	0	2	0,0	GpoUCSNr,HBXnmxf2
205	Gli risponderò domani, a Riccardo.	1	0	2	0,0	GpoUCSNr,YcyQYgHG
9487	Francesco viene preoccupato da questa situazione.	0	0	4	0,0,0,0	GpoUCSNr,OeynLncz,93O5KCwA,ytitvUVq
600	Penso di prenderlo.	1	1	3	1,1,0	GpoUCSNr,6XGBQLCG,HBXnmxf2
8403	Beatrice le scappa a comprare.	0	0	3	0,1,0	GpoUCSNr,HBXnmxf2,CPR730mE
1888	La tua reazione ha pentito Tommaso.	0	0	4	0,0,0,0	GpoUCSNr,EIa5dpWt,IMJV8LBI,8nalqqw4
1541	Gabriele pedala la bicicletta	0	0	6	0,0,0,0,1,0	GpoUCSNr,6XGBQLCG,?3jT8hWW,FfaOmSNS,nWOrC?wr,dDk9ABIQ
939	Questa storia non mi piace.	1	1	2	1,1	6XGBQLCG,HBXnmxf2
1011	Sono sicuro che sia arrivato.	1	1	2	1,1	6XGBQLCG,HBXnmxf2
978	Il padrone legge il libro.	1	1	2	1,1	6XGBQLCG,HBXnmxf2
8633	Il giardiniere ha potato il barboncino di Edoardo.	0	0	2	0,0	6XGBQLCG,HBXnmxf2
2319	Francesco rinchiuse il denaro.	0	0	2	0,0	6XGBQLCG,HBXnmxf2
6942	La zanzara ha acchiappato una forte cotta per Tommaso.	0	0	2	0,0	6XGBQLCG,HBXnmxf2
724	Mi ha dato uno schiaffo … o una carezza violenta?	1	1	2	1,1	6XGBQLCG,HBXnmxf2
1558	Si è subito familiarizzato con tutti.	0	0	5	0,0,0,0,1	6XGBQLCG,?3jT8hWW,HBXnmxf2,eJJOD66g,vigRB?I4
7333	Emma ha riso a quattro palmenti.	0	0	5	1,0,0,0,1	6XGBQLCG,?3jT8hWW,HBXnmxf2,eJJOD66g,vigRB?I4
450	Andrea sembrava conoscere Beatrice.	1	1	3	1,1,1	6XGBQLCG,HBXnmxf2,CPR730mE
699	Alessandro è un canarino ed è un uccello.	1	0	2	0,0	6XGBQLCG,FfaOmSNS
1933	L'acqua è evaporata alle 7.	0	0	3	0,1,0	6XGBQLCG,fzThuNe2,t1?OR2fX
7864	Il coniglio mangia.	1	1	2	1,1	6XGBQLCG,00QU5kmj
812	Tuo fratello ha preso la macchina.	1	1	2	1,1	6XGBQLCG,wlqjYAbp
499	Alessandro pensa di comprarlo.	1	1	4	1,1,1,1	6XGBQLCG,?3jT8hWW,eJJOD66g,vigRB?I4
8577	L'aereo approdarono.	0	0	4	0,0,0,1	6XGBQLCG,?3jT8hWW,eJJOD66g,vigRB?I4
1173	Certo, è possibile una cosa del genere.	1	1	3	1,1,1	?3jT8hWW,HBXnmxf2,YcyQYgHG
1024	X assunse la Vergine in cielo.	0	0	2	0,0	?3jT8hWW,FfaOmSNS
4159	È quel quadro che di Picasso angoscia l'amica di Maria.	0	1	3	0,1,1	?3jT8hWW,00QU5kmj,69YGNH2F
4720	Maria va da Napoli.	0	0	2	0,0	?3jT8hWW,UfynjwNK
2585	Sofia ci nuota verso.	0	0	3	0,0,0	?3jT8hWW,HBXnmxf2,eJJOD66g
1845	Andrea è continuato.	0	0	3	0,0,1	?3jT8hWW,eJJOD66g,vigRB?I4
803	Tommaso ha avuto un incidente!	1	1	3	1,1,1	?3jT8hWW,eJJOD66g,vigRB?I4
2806	La piazza pullula nuovamente.	0	1	3	1,1,1	?3jT8hWW,eJJOD66g,vigRB?I4
571	Una vecchia legge la regola.	1	0	3	0,0,1	?3jT8hWW,eJJOD66g,vigRB?I4
7806	Lorenzo ha detto che Andrea ha parlato con Riccardo.	1	1	3	1,1,1	?3jT8hWW,eJJOD66g,vigRB?I4
7587	La ferita espelleva pus verso sé.	0	0	3	0,0,1	?3jT8hWW,eJJOD66g,vigRB?I4
7873	Alessandro crede che invaderemo quel paese.	1	1	3	1,1,1	?3jT8hWW,eJJOD66g,vigRB?I4
9403	Non voleva che pensasse che ciò fosse la sua preoccupazione e così non le fece domanda che aveva pensato di farle e che l'avrebbe fatta infuriare.	0	0	5	0,0,0,1,0	?3jT8hWW,eJJOD66g,OeynLncz,93O5KCwA,ytitvUVq
2396	Leonardo guardano Maria.	0	0	2	0,0	?3jT8hWW,eJJOD66g
7958	Tommaso abita da dieci anni.	0	0	2	0,0	?3jT8hWW,eJJOD66g
8505	Maria ha fatto preoccupare Gabriele dalla fidanzata.	0	0	4	0,0,0,0	?3jT8hWW,wlqjYAbp,eJJOD66g,Ip9?Tib6
871	Il medico che vedemmo.	1	0	4	0,1,0,0	?3jT8hWW,wlqjYAbp,eJJOD66g,Ip9?Tib6
1196	Il 16 luglio 1969 l'astronave Apollo 11 decollò da Cape Kennedy per il primo sbarco sulla luna.	1	1	2	1,1	?3jT8hWW,Ip9?Tib6
6979	Tommaso non spetta più di Emma.	0	0	2	0,0	?3jT8hWW,TK87TLue
380	Arrivano molti studenti.	1	1	2	1,1	wlqjYAbp,oVqvl2SU
5491	Il governo ha aumentato le tasse del 30 % per 5 anni.	0	1	3	1,0,1	wlqjYAbp,TK87TLue,UfynjwNK
2383	Leonardo accosta la barca nel molo.	0	1	3	1,1,1	wlqjYAbp,TK87TLue,UfynjwNK
9684	Le speranze di Leonardo raddoppiano se stesse.	0	1	2	1,1	wlqjYAbp,h!dFIcoS
765	Il figlio di Maria è arrivato tardi.	1	1	4	1,1,1,1	TK87TLue,eJJOD66g,Ip9?Tib6,oVqvl2SU
212	Alessandro ha riconosciuto i suoi errori.	1	1	4	1,1,1,0	TK87TLue,eJJOD66g,Ip9?Tib6,oVqvl2SU
1537	Il terremoto ha tremato la terra.	0	0	4	0,0,0,0	TK87TLue,eJJOD66g,Ip9?Tib6,oVqvl2SU
947	Lui ama il cinema, io no.	1	1	4	1,1,1,1	TK87TLue,eJJOD66g,Ip9?Tib6,oVqvl2SU
801	Ho passato mezz'ora con lui e poi l'ho lasciato.	1	1	5	1,1,1,1,0	TK87TLue,eJJOD66g,Ip9?Tib6,oVqvl2SU,jjt!Anoh
7955	Leonardo non conosce Maria.	1	1	5	1,1,1,1,0	TK87TLue,eJJOD66g,Ip9?Tib6,oVqvl2SU,jjt!Anoh
1472	Il vestito si è foderato.	0	0	5	0,0,0,0,0	TK87TLue,eJJOD66g,Ip9?Tib6,oVqvl2SU,cJoucJWN
1724	Il vino ha macchiato.	0	0	5	0,1,0,1,0	TK87TLue,eJJOD66g,Ip9?Tib6,oVqvl2SU,jjt!Anoh
2841	La tibia e il perone di Leonardo fremono per il terrore.	0	0	3	0,1,0	TK87TLue,eJJOD66g,oVqvl2SU
9050	Essi guarda Giorgia.	0	0	6	0,0,0,0,0,0	TK87TLue,eJJOD66g,oVqvl2SU,OeynLncz,93O5KCwA,ytitvUVq
678	Qualcuno ha ferito Riccardo.	1	1	3	1,1,1	TK87TLue,eJJOD66g,oVqvl2SU
2974	Maria studia il comportamento a Riccardo.	0	0	4	0,0,0,0	TK87TLue,eJJOD66g,oVqvl2SU,jjt!Anoh
1110	Con Francesco non siamo mai stati a cena.	1	1	5	1,0,0,1,1	TK87TLue,eJJOD66g,oVqvl2SU,EIa5dpWt,Rxe71ZnA
9233	La situazione le comporta di accompagnarvi al cinema.	0	0	7	0,0,1,0,0,0,0	TK87TLue,oVqvl2SU,EIa5dpWt,Rxe71ZnA,OeynLncz,93O5KCwA,ytitvUVq
898	Buongiorno! Se si vuole accomodare…	1	0	4	1,0,0,0	TK87TLue,EIa5dpWt,Rxe71ZnA,jjt!Anoh
8764	Ne gli ho dati.	0	0	6	1,0,0,0,0,0	TK87TLue,EIa5dpWt,ZFvFx9Vr,OeynLncz,93O5KCwA,ytitvUVq
4031	Francesco continua al pasto.	0	0	2	0,0	TK87TLue,cJoucJWN
390	In quale città hai fatto un comizio?	1	1	2	1,1	TK87TLue,EIa5dpWt
1923	Il treno si è fermato in un'ora.	0	0	2	0,0	TK87TLue,EIa5dpWt
4075	Edoardo può il pasto.	0	0	2	0,0	TK87TLue,EIa5dpWt
4983	Una volta lo comprato, Tommaso andrà a nuotare.	0	0	3	0,0,0	TK87TLue,EIa5dpWt,jjt!Anoh
4180	È bacia Andrea che Paola.	0	0	2	0,0	TK87TLue,EIa5dpWt
8251	Beatrice lo giudica che Maria ha troppi amanti.	0	0	2	0,0	TK87TLue,EIa5dpWt
1443	Maria antepone i figli.	0	0	2	0,0	TK87TLue,EIa5dpWt
329	Riccardo domanda l'ora a Leonardo.	1	0	3	1,0,0	TK87TLue,EIa5dpWt,jjt!Anoh
8867	Siamo arrivati tardi ma lo immaginavamo.	1	1	6	1,0,0,1,1,1	TK87TLue,EIa5dpWt,ZFvFx9Vr,OeynLncz,93O5KCwA,ytitvUVq
